no,level,kanji,meaning_quoted,meaning,onyomi,kunyomi,shape_explanation,onyomi_detail,kunyomi_detail,memorized
15,N4,開,열 개,"""열 개"". 열다",カイ,ひら(く)、ひら(ける)、あ(く)、あ(ける),"開 = 門 + 开。 門(""문 문"")은 ""문""을 뜻하는 상용한자입니다. 門는 ""문""의 모습을 본따 그린 상형문자입니다. 开는 여기서는 ""양손으로 문을 열어젖히는 모습""을 그린 모양자입니다. 開는 ""문(門)을 양손으로 열어젖히다(开)"" -> ""열다""라는 뜻의 글자입니다.",음독은 カイ입니다. 특별한 점은 없습니다.,"1.開く、開ける 開く는 ""열리다""라는 뜻의 자동사입니다. 開ける는 ""열다""라는 뜻의 2그룹 타동사입니다. 예문) ドアが開いている 문이 열려 있다 窓を開ける 창문을 열다 2.開く、開ける 開く는 ""열리다/열다""라는 뜻의 자동사 겸 타동사입니다. 開ける는 ""(막혔던 것이)트이다, 개화되다, 펼쳐지다""라는 뜻의 2그룹 자동사입니다. 예문) ドアが開いている 문이 열리고 있다 窓を開く 창문을 열다 心を開く 마음을 열다 本を開く 책을 펼치다 会議を開く 회의를 열다 視界が開ける 시야가 트이다 開けた民族개화된 민족 解決への道が開ける 해결에의 길이 열리다 참고)開く・開ける와開く의 차이점 아래 예문을 참조해 주세요. 예문) ドアが開いている 문이 열려 있다(열려 있는 상태) ドアが開いている 문이 열리고 있다(열리고 있는 상태) 心を開く 마음을 열다(開ける는 불가능) 本を開く 책을 펼치다(開ける는 불가능) 会議を開く 회의를 열다(開ける는 불가능)",no
16,N4,力,힘 력(역),"""힘 력(역)"". 힘",リョク、リキ,ちから,"力는 ""쟁기""를 본따 그린 상형문자입니다. ""농사를 짓는 쟁기"" -> ""농사일"" -> ""힘""이라는 의미입니다.",음독은 リョク、リキ입니다. 사용 빈도는 リョク가 더 높으나 특별한 구분법은 없습니다.,"力는 ""힘""을 뜻합니다.",no
17,N4,問,물을 문,"""물을 문"". 묻다",モン,と(う)、と(い)、とん,"問 = 門 + 口。 (소리부 겸 의미부)門(モン - ""문 문"")은 ""문""을 뜻하는 상용한자입니다. 門는 ""문""의 모습을 본따 그린 상형문자입니다. (의미부)「口」는 ""입""을 뜻합니다. 問는 ""남의 집에 방문(門)해 질문하다(口)"" -> ""묻다""라는 뜻의 글자입니다. (門는 소리부도 겸함)",음독은 モン입니다. 특별한 점은 없습니다.,"問う는 ""묻다""라는 뜻의 타동사입니다. 問い는問う의 명사형으로, ""물음""을 뜻합니다.",no
18,N4,代,대신할 대,"""대신할 대"". 대신하다, 시대",ダイ、タイ,か(わる)、か(える)、よ、しろ,"代 = 亻 + 弋。 「亻」는 ""사람""을 뜻합니다. 「弋」는""공구, 도구""를 뜻하는 부수입니다(링크 참조). 代는 ""목수(亻)가 쓰는공구(弋)""라는 뜻입니다. ""오래된 공구를 교체하다"" -> ""대신하다, 대체되다, 세대, 시대""라는 의미입니다.",음독은 ダイ、タイ입니다. 사용 빈도는 ダイ가 훨씬 높습니다.,"1.代わる、代える 代わる는 ""대신하다, 대체하다""라는 뜻의 자동사입니다. 代える는 ""대신하다, 대리하게 하다""라는 뜻의 2그룹 타동사입니다. 예문) 手紙に代わってメールが使われる 편지를 대신해 메일이 사용되다 部長に代えて課長を派遣する 부장을 대신해 과장을 파견하다 2. よ、しろ 代는 ""한 통치자의 치세/시대""를 뜻합니다. 代는 ""대금, 대용물""을 뜻합니다. 예문) 明治の代메이지 시대 飲み代술값 食い代음식값/식대",no
19,N4,明,밝을 명,"""밝을 명"". 밝다",メイ、ミョウ,あ(かり)、あか(るい)、あか(るむ)、あか(らむ)、あき(らか)、あ(ける)、あ(く)、あ(くる)、あ(かす),"明 = 日 + 月。 「日」는 ""해""를 뜻합니다. 「月」는 ""달""을 뜻합니다. 明는 ""해(日) + 달(月)"" -> ""밝다""라는 뜻의 글자입니다.",음독은 メイ、ミョウ입니다. 사용 빈도는メイ가 더 높으나특별한 구분법은 없습니다.,"1.明かり、明るい 明かり는 ""밝은 빛""을 뜻합니다. 明るい는 ""밝다""라는 뜻의 형용사입니다. 예문) 星明かりが窓にさす 별빛이 창에 비치다 明るい部屋밝은 방 2.明るむ、明らむ 明るむ는 ""밝아지다""라는 뜻의 자동사입니다. 明らむ는 ""(동이 터서)훤해지다""라는 뜻의 자동사입니다. 예문) 心が明るむ 마음이 밝아지다(가벼워지다) 空が明るむ 하늘이 밝아지다 空が明らむ 하늘이 밝아오다(""동이 트다""라는 의미) 3.明らか 明らか는 ""분명함, 명백함, 뚜렷함""을 뜻합니다. 예문) 明らかな事実명백한 사실 役割を明らかにする 역할을 명백히 하다 4.明く、明ける、明くる 明く는 ""(감겨 있던 눈이) 떠지다""라는 뜻의 자동사입니다. 明ける는 ""(특정한 기간 등이) 끝나다""라는 뜻의 2그룹 자동사입니다. 明くる는 ""다음의, 돌아오는""을 뜻하는 연체사입니다. 예문) 赤ちゃんの目が明いた 아기의 눈이 떠졌다 年が明ける 새해가 되다 夜が明ける 날이 새다 梅雨が明ける 장마가 끝나다 明くる日이튿날/다음날 明くる年이듬해 5.明かす 明かす는 ""밝히다, 명백히 하다""라는 뜻의 타동사입니다. 예문) 秘密を明かす 비밀을 밝히다 潔白を明かす 결백함을 밝히다",no
20,N4,動,움직일 동,"""움직일 동"". 움직이다",ドウ,うご(く)、うご(かす),"動 = 重 + 力。 重(""무거울 중"")은 ""무겁다""라는 뜻의 상용한자입니다. 重는 본래 ""무거운 봇짐을 진 사람""을 그린 상형문자입니다. 시간이 지나며 왼쪽의 ""사람"" 부분은 생략되고 오른쪽의 ""봇짐"" 부분만 남아서 지금의 형태가 된 것입니다. ""무거운 봇짐"" -> ""무겁다, 겹치다""라는 의미입니다. 「力」는 ""힘""을 뜻합니다. 動는 ""힘(力)을 써서 무거운(重) 물건을 옮기다"" -> ""움직이다""라는 뜻의 글자입니다.",음독은 ドウ입니다. 특별한 점은 없습니다.,"動く는 ""움직이다""라는 뜻의 자동사입니다. 動かす는 ""움직이게 하다""라는 뜻의 타동사입니다.",no
21,N4,京,서울 경,"""서울 경"". 수도",キョウ、ケイ,,"京는 ""기둥 위에 세워진 커다란 건물""을 그린 상형문자입니다. ""커다란 건물들이 늘어선 도시"" -> ""수도""라는 의미입니다.",음독은 キョウ、ケイ입니다. 특별한 구분법은 없습니다.,京의 정식 훈독은 없습니다.,no
22,N4,通,통할 통,"""통할 통"". 통하다, 지나가다",ツウ、ツ,とお(る)、とお(す)、かよ(う),"通 = ⻌ + 甬。 「⻌」는 ""길""을 뜻하는 부수입니다. 「甬」는 ""종""을 뜻하는 글자입니다(링크 참조). 通는 ""속이 텅 비어있는 종(甬)처럼 뻥 뚫린 길(⻌)""이라는 뜻입니다. ""뻥 뚫린 길"" -> ""통하다, 지나가다""라는 의미입니다.",음독은 ツウ、ツ입니다. 그러나 절대다수는 ツウ로 읽습니다. ツ는 일부 예외적인 단어에만 쓰이는 음독입니다.,"1.通る、通す 通る는 ""통하다, 통과하다""라는 뜻의 자동사입니다. 通す는 ""통하게 하다, 통과시키다""라는 뜻의 타동사입니다. 예문) 無理が通る 억지가 통하다 学校の前を通る 학교 앞을 지나다 関門を通す 관문을 통과시키다 法案を通す 법안을 통과시키다 2.通う 通う는 ""다니다""라는 뜻의 자동사입니다. 예문) 学校に通う 학교에 다니다",no
23,N4,理,다스릴 리,"""다스릴 리"". 이치, 진리, 논리",リ,,"理 = 𤣩+ 里。 (의미부)「𤣩」는 ""구슬, 보석""을 뜻하는 부수입니다(링크 참조). (소리부)「里」(リ)는""마을""을 뜻하는 부수입니다(링크 참조). 다만 여기서는 소리부의 역할만 하고 있습니다. 理는 ""정교하게 세공된, 빛나는 옥구슬(𤣩)"" -> ""이치, 진리, 논리""라는 뜻의 글자입니다(里는 소리부).",음독은 リ입니다. 특별한 점은 없습니다.,里의 정식 훈독은 없습니다.,no
24,N4,体,몸 체,"""몸 체"". 몸",タイ、テイ,からだ,"体 = 亻 + 本。 「亻」는 ""사람""을 뜻합니다. 「本」는 ""근본, 본질""을 뜻합니다. 여기서는 ""본체""라는 뜻입니다. 体는 ""사람(亻)의 본체(本)"" -> ""몸통, 신체""라는 뜻의 글자입니다.","음독은 タイ、テイ입니다.구분법은 다음과 같습니다. 아래 대표단어, 예문을 참고해 주세요.","体는 ""몸""을 뜻합니다.",no
25,N4,田,밭 전,"""밭 전"". 밭",デン,た,"田는 ""가지런히 늘어선 논밭""의 모습을 그린 상형문자입니다.",음독은 デン입니다. 특별한 점은 없습니다.,훈독은 た입니다. 특별한 점은 없습니다.,no
26,N4,主,주인 주,"""주인 주"". 주인",シュ、ス,ぬし、おも,"主 = 丶 + 王。 王(""임금 왕"")은 ""왕""을 뜻하는 상용한자입니다. 王는 ""권위를 상징하는 거대한 도끼""를 그린 상형문자입니다. ""권위의 상징"" -> ""우두머리"" -> ""왕""이라는 의미입니다. 丶는 여기서는 ""왕관""을 그린 모양자입니다. 主는 ""왕관(丶)을 쓴 왕(王)"" -> ""나라의 주인"" -> ""주인""이라는 뜻의 글자입니다.",음독은 シュ、ス입니다. 사용 빈도는 シュ가 훨씬 높습니다. ス는 일부 예외적인 단어에만 쓰이는 음독입니다.,"主는 ""주인, 소유주""를 뜻합니다. 主는 ""주된 것, 주요한 것""을 뜻합니다.",no
27,N4,題,제목 제,"""제목 제"". 제목, 주제",ダイ,,"題 = 是 + 頁。 是(""옳을 시"")는 ""옳다, 바르다""라는 뜻의 상용한자입니다. 是 = 日 + 正。 「日」는 ""태양""을 뜻합니다. 正(""바를 정"")은 ""바르다""라는 뜻의 상용한자입니다. 是는 ""하늘의 태양(日)처럼 바르고 올곧다(正)"" -> ""옳다""라는 뜻의 글자입니다. 「頁」는 ""머리""를 뜻하는 부수입니다(링크 참조). 題는 ""바른(是) 머리(頁)"" -> ""이마""라는 뜻으로 만들어진 글자입니다. ""이마"" -> ""얼굴의 제일 앞에 나와 있는 부분"" -> ""제목, 주제""라는 의미입니다.",음독은 ダイ입니다. 특별한 점은 없습니다.,題의 정식 훈독은 없습니다.,no
28,N4,首,머리 수,"""머리 수"". 머리, 목",シュ,くび,"首 = 丷 + 丆 + 目。 「目」는 ""눈""을 뜻합니다. 丷+丆는 여기서는 ""머리털""을 그린 모양자입니다. 首는 ""머리털(丷+丆) +눈(目)"" -> ""머리, 목""이라는 뜻의 글자입니다.",음독은 シュ입니다. 특별한 점은 없습니다.,"首는 ""목""을 뜻합니다.",no
29,N4,意,뜻 의,"""뜻 의"". 뜻, 생각, 의미",イ,,"意 = 音 + 心。 音(""소리 음"")은 ""소리""를 뜻하는 상용한자입니다. 音는「言」가 변형되어 만들어진 글자입니다. ""말소리(言)"" -> ""소리""라는 의미입니다. 心(""마음 심"")은 ""마음""을 뜻하는 상용한자입니다. 心는 ""심장""을 본따 그린 상형문자입니다. ""심장"" -> ""마음""이라는 의미입니다. 意는 ""마음(心)의 소리(音)"" -> ""뜻, 생각, 의미""라는 뜻의 글자입니다.",음독은 イ입니다. 특별한 점은 없습니다.,意의 정식 훈독은 없습니다.,no
30,N4,不,아닐 부(불),"""아닐 부(불)"". 아니다, 부정",フ、ブ,,"不는 ""땅속에 뿌리내린 씨앗""을 그린 상형문자입니다. ""아직 싹을 틔우지 못한 씨앗"" -> ""아니다""라는 의미입니다.",음독은 フ、ブ입니다. 특별한 구분법은 없습니다.,不의 정식 훈독은 없습니다.,no
31,N4,作,지을 작,"""지을 작"". 만들다",サク、サ,つく(る),"作 = 亻 + 乍。 (의미부)「亻」는 ""사람""을 뜻합니다. (소리부 겸 의미부)「乍」(サク・サ)는 ""바느질하다""라는 뜻의 글자입니다(링크 참조). 作는 ""재봉사(亻)가바느질(乍)로 옷을 만들다"" -> ""만들다""라는 뜻의 글자입니다. (乍는 소리부도 겸함)",음독은 サク、サ입니다. 특별한 구분법은 없습니다.,"作る는 ""만들다""라는 뜻의 타동사입니다.",no
32,N4,用,쓸 용,"""쓸 용"". 쓰다, 사용하다, 이용하다",ヨウ,もち(いる),"用는 ""나무로 만든 울타리""를 본따 그린 상형문자입니다. ""침입자를 막기 위해 울타리를 이용하다"" -> ""이용하다, 사용하다, 쓰다""라는 의미입니다.",음독은 ヨウ입니다. 특별한 점은 없습니다.,"用いる는 ""이용하다, 활용하다""라는 뜻의 2그룹 타동사입니다. 예문) 運搬に車を用いる 운반에 자동차를 이용하다 広く用いられる 널리 쓰이다 新戦法を用いる 새 전법을 쓰다",no
33,N4,度,법도 도,"""법도 도"". 정도, 횟수, 제도",ド、ト、タク,たび,"度 = 广 + 廿 + 又。 「广」는 ""건물, 집""을 뜻하는 부수입니다. 廿는 여기서는 ""벽돌""을 그린 모양자입니다. 「又」는 ""손""을 뜻하는 부수입니다. 度는 ""벽돌(廿)을 쌓아서(又) 집(广)을 짓다""라는 뜻의 글자입니다. 집을 제대로 짓기 위해서는 정교한 측량이 필요합니다. ""정해진 기준대로 정교하게 측량하다"" -> ""정도, 횟수, 제도, 표준""이라는 의미입니다.",음독은 ド、ト、タク입니다. 그러나 절대다수는 ド로 읽습니다. ト、タク는 일부 예외적인 단어에만 쓰이는 음독입니다.,"度는 ""(~할) 때, 때마다""라는 뜻입니다.",no
34,N4,強,강할 강,"""강할 강"". 강하다",キョウ、ゴウ,つよ(い)、つよ(まる)、つよ(める)、し(いる),"強 = 弓 + 厶 + 虫。 「弓」는 ""활""을 뜻하는 부수입니다(링크 참조). 「厶」는 본래 ""팔을 안으로 굽힌 모습""을 그린 글자입니다(링크 참조). 여기서는 ""활시위를 잡아당기는 팔""을 표현한 것입니다. 虫(""벌레 충"")은 ""벌레""를 뜻하는 상용한자입니다. 虫는 ""뿔이 달린 벌레""를 그린 상형문자입니다. 強는 ""활(弓)을 쏘아(厶) 벌레(虫)를 맞추다""라는 뜻입니다. ""작은 벌레도 쏘아 맞출 정도의 활쏘기 실력"" -> ""강하다""라는 의미입니다.",음독은 キョウ、ゴウ입니다. 사용 빈도는 キョウ가 훨씬 높습니다.,"1.強い、強まる、強める 強い는 ""강하다""라는 뜻의 형용사입니다. 強まる는 ""강해지다""라는 뜻의 자동사입니다. 強める는 ""강화하다, 강하게 하다""라는 뜻의  2그룹 타동사입니다. 예문) 彼は数学に強い 그는 수학에 강하다 強い者が勝つ 강한 자가 이긴다 風が強まる 바람이 강해지다 警戒を強める 경계를 강화하다 2.強いる 強いる는 ""강제하다""라는 뜻의 2그룹 타동사입니다. 예문) 自白を強いる 자백을 강요하다",no
35,N4,持,가질 지,"""가질 지"". 가지다, 지니다",ジ,も(つ),"持 = 扌 + 土 + 寸。 「扌」는 ""손""을 뜻하는 부수입니다(링크 참조). 「寸」는 ""손""을 뜻하는 부수입니다. 「土」는 ""흙, 땅""을 뜻합니다. 持는 ""양 손(扌+寸)에 흙덩이(土)를 가득 집어들다"" -> ""가지다, 지니다""라는 뜻의 글자입니다.",음독은 ジ입니다. 특별한 점은 없습니다.,"持つ는 ""쥐다, 들다, 가지다""라는 뜻의 타동사입니다. 예문) 鞄を持つ 가방을 들다 選挙権を持つ 선거권을 가지다",no
36,N4,野,들 야,"""들 야"". 들, 벌판",ヤ,の,"野 = 里 + 予。 「里」는 ""마을""을 뜻합니다. 予(""미리 예"")는 ""미리, 앞서""라는 뜻의 상용한자입니다. 予의 유래에 관해서는 알려진 바가 없습니다. 어떻게 ""미리""라는 뜻을 가지게 되었는지도 알려져 있지 않습니다. 野는 ""마을(里) 앞(予)의 들판"" -> ""벌판, 들""이라는 뜻의 글자입니다.",음독은 ヤ입니다. 특별한 점은 없습니다.,훈독은 の입니다. 특별한 점은 없습니다.,no
37,N4,都,도읍 도,"""도읍 도"". 대도시, 수도",ト、ツ,みやこ,"都 = 者 + ⻏。 「者」는 ""사람""을 뜻합니다. 「⻏」는 ""도시""를 뜻하는 부수입니다(링크 참조). 都는 ""사람(者)이 많이 사는대도시(⻏)"" -> ""대도시, 수도""라는 뜻의 글자입니다.",음독은 ト、ツ입니다. 사용 빈도는 ト가 훨씬 높습니다.,"都는 ""수도, 도읍""을 뜻합니다.",no
38,N4,以,써 이,"""써 이"". ~로써, ~부터",イ,,"以는 본래 ""쟁기로 밭을 가는 사람(人)""을 그린 상형문자입니다. ""도구를 쓰면서부터농사가 쉬워졌다"" -> ""~부터, ~로써""라는 의미입니다.",음독은 イ입니다. 특별한 점은 없습니다.,以의 정식 훈독은 없습니다.,no
39,N4,思,생각 사,"""생각 사"". 생각하다",シ,おも(う),"思 = 田 + 心。 「田」는 ""밭""을 뜻합니다. 心(""마음 심"")은 ""마음""을 뜻하는 상용한자입니다. 心는 ""심장""을 본따 그린 상형문자입니다. ""심장"" -> ""마음""이라는 의미입니다. 思는 ""농사일(田)에 관한 생각이 마음속(心)을 가득 채우다"" -> ""생각하다""라는 뜻의 글자입니다.",음독은 シ입니다. 특별한 점은 없습니다.,"思う는 ""생각하다""라는 뜻의 타동사입니다.",no
40,N4,家,집 가,"""집 가"". 집",カ、ケ,いえ、や,"家 = 宀 + 豕。 「宀」는 ""집""을 뜻하는 부수입니다. 「豕」는 ""돼지""를 뜻하는 부수입니다(링크 참조). 家는 ""돼지(豕)를 키우는 집(宀)"" -> ""집""이라는 뜻의 글자입니다.",음독은 カ、ケ입니다. 사용 빈도는 カ가 높은 편입니다.,"家는 ""집""을 뜻합니다.",no
41,N4,世,세상 세,"""세상 세"". 세상, 세계, 세대",セイ、セ,よ,"世는 ""나뭇가지에 돋아난 새싹들""을 그린 상형문자입니다. ""매년 새로 돋아나는 새싹"" -> ""세대"" -> ""세상, 세계""라는 의미입니다.",음독은 セイ、セ입니다. 특별한 구분법은 없습니다.,"世는 ""세상, 사회, (역사상의) 시대""를 뜻합니다.",no
42,N4,区,구역 구,"""구역 구"". 구역, 구획, 경계",ク,,"区는 ""네모난 공간(匚)을 네 구역(㐅)으로 나눈 모습""을 그린 글자입니다. ""구역을 나누다"" -> ""구역, 구획, 경계""라는 의미입니다.",음독은 ク입니다. 특별한 점은 없습니다.,区의 정식 훈독은 없습니다.,no
43,N4,県,고을 현,"""고을 현"". 현(일본의 행정 구역)",ケン,,"県 = 目 +𠃊+ 小。 県는 본래 ""목매달린 사람""의 모습을 그린 상형문자입니다. 目는 ""사람의 머리"",𠃊는 ""목이 매달린 줄"", 小는 ""몸통과 팔다리""를 각각 모양자로서 표현한 것입니다. 다만, 현재는 본래 뜻과는 관련없이 단순히 발음만 차용한 행정 구역의 단위로서 쓰이고 있습니다.",음독은 ケン입니다. 특별한 점은 없습니다.,県의 정식 훈독은 없습니다.,no
44,N4,進,나아갈 진,"""나아갈 진"". 나아가다, 올라가다",シン,すす(む)、すす(める),"進 = ⻌ + 隹。 「⻌」는 ""길""을 뜻합니다. 「隹」는 ""새""를 뜻하는 부수입니다(링크 참조). 進는 ""길(⻌)을 걸어가는 새(隹)""라는 뜻입니다. 새는 앞으로밖에 걸어갈 수 없다는 특징이 있습니다. ""앞으로만 걷는 새"" -> ""나아가다""라는 의미입니다.",음독은 シン입니다. 특별한 점은 없습니다.,"進む는 ""나아가다""라는 뜻의 자동사입니다. 進める는 ""나아가게 하다, 진행시키다""라는 뜻의 2그룹 타동사입니다. 예문) 前に進む 앞으로 나아가다(전진하다) 波を蹴立てて進む 파도를 헤치며 나아가다 会議を進める 회의를 진행시키다 工事を進める 공사를 진척시키다",no
45,N4,正,바를 정,"""바를 정"". 바르다",セイ、ショウ,ただ(しい)、ただ(す)、まさ,"正 = 一 + 止。 一는 여기서는 ""성문""을 그린 모양자입니다. 「止」는 ""발""을 뜻하는 부수입니다(링크 참조). 正는 ""성문(一)을 향해 진격하는 발(止)""이라는 뜻입니다. 전쟁을 일으키고 적을 토벌하기 위해서는 정당한 명분이 있어야 합니다. ""정당한 명분"" -> ""바르다""라는 의미입니다.",음독은 セイ、ショウ입니다. 특별한 구분법은 없습니다.,"正しい는 ""바르다""라는 뜻의 형용사입니다. 正す는 ""바로잡다, 고치다""라는 뜻의 타동사입니다.",no
