no,level,kanji,meaning_quoted,meaning,onyomi,kunyomi,shape_explanation,onyomi_detail,kunyomi_detail,memorized
14,N1,井,우물 정,"""우물 정"". 우물",セイ、ショウ,い,"井는 ""우물""을 본따 그린 상형문자입니다.",음독은 セイ、ショウ입니다. 특별한 점은 없습니다.,훈독은 い입니다. 특별한 점은 없습니다.,no
15,N1,護,도울 호,"""도울 호"". 보호하다",ゴ,,"護 = 言 +艹 +隹 + 又。 「言」는 ""말하다""라는 뜻입니다. 「艹」는 ""풀""을 뜻합니다. 「隹」는 ""새""를 뜻합니다. 「又」는 ""손""을 뜻합니다. 護는 ""풀숲(艹)에 쓰러져있는 다친 새(隹)를 구해서(又) 다시 지저귈(言)수 있도록 보살펴주다"" -> ""보호하다""라는 뜻의 글자입니다.",음독은 ゴ입니다. 특별한 점은 없습니다.,護의 정식 훈독은 없습니다.,no
16,N1,態,모습 태,"""모습 태"". 모습, 형태, 상태",タイ,,"態 = 能 + 心。 「能」는 본래 ""곰""을 그린 글자입니다(링크 참조). 「心」는 ""마음""을 뜻합니다. 態는 ""마음(心)속에 떠올린곰(能)의 모습"" -> ""모습, 형태, 상태""라는 뜻의 글자입니다.",음독은 タイ입니다. 특별한 점은 없습니다.,態의 정식 훈독은 없습니다.,no
17,N1,鮮,고울 선,"""고울 선"". 신선한, 선명한",セン,あざ(やか),"鮮 = 魚 + 羊。 「魚」는 ""물고기""를 뜻합니다. 「羊」는 ""양""을 뜻합니다. 鮮는 ""신선한 생선(魚)과 양고기(羊)"" -> ""신선하다, 선명하다""라는 뜻의 글자입니다.",음독은 セン입니다. 특별한 점은 없습니다.,"鮮やか는 ""산뜻함, 선명함, 또렷함""을 뜻합니다. 예문) 鮮やかな赤산뜻한 빨강 鮮やかなブルーのワンピース 산뜻한 블루 원피스 鮮やかに覚えている 또렷이 기억하고 있다 幼い頃の記憶が鮮やかによみがえる 어릴 적 기억이 선명하게 되살아나다",no
18,N1,視,볼 시,"""볼 시"". 보다, 살펴보다",シ,,"視 = 礻 + 見。 「礻」는 ""신, 종교, 고대의 비석""을 뜻합니다. 「見」는 ""보다""라는 뜻입니다. 視는 ""신들(礻)께서 내려다보시다(見)"" -> ""보다, 살펴보다""라는 뜻의 글자입니다.",음독은 シ입니다. 특별한 점은 없습니다.,視의 정식 훈독은 없습니다.,no
19,N1,幹,줄기 간,"""줄기 간"". 줄기, 주요 부분",カン,みき,"幹 =𠦝 + 𠆢 + 干。 (의미부)「𠦝」는 ""떠오르는 아침해""를 그린 글자입니다. (소리부 겸 의미부)「干」(カン)은 여기서는 ""(줄기식물의) 지지대""를 그린 모양자로 쓰인 것입니다. (의미부)𠆢는 여기서는 ""(지지대 위에 자라난) 줄기식물""을 그린 모양자입니다. 幹는 ""햇빛(𠦝)을 받으며 지지대(干)를 타고 자라나는 줄기식물(𠆢)""을 그린 글자입니다. 토마토 등의 줄기식물은 지지대 없이는 줄기를 지탱할 수 없는 식물입니다. ""줄기식물을 지탱해주는 중요한 지지대"" -> ""줄기, 주요 부분""이라는 의미입니다. (干는 소리부도 겸함)",음독은 カン입니다. 특별한 점은 없습니다.,"幹는 ""(나무의) 줄기, (사물의) 주요 부분/근간""을 뜻합니다. 예문) 松の幹소나무 줄기 計画の幹계획의 근간",no
20,N1,宮,집 궁,"""집 궁"". 궁전, 궁궐",キュウ、グウ、ク,みや,"宮 = 宀 +呂。 「宀」는 ""집""을 뜻합니다. 「呂」는""여러 채의 집이 이어진 대저택""을뜻합니다. 宮는 ""여러 채의 건물(呂)로 된 거대한 집(宀)"" -> ""궁궐""이라는 뜻의 글자입니다.",음독은 キュウ、グウ、ク입니다. 특별한 구분법은 없습니다.,"宮는 ""신사, 황궁""을 뜻합니다.",no
21,N1,衛,지킬 위,"""지킬 위"". 지키다, 방비하다",エイ,,"衛 = 行 + 韋。 「行」는 본래 ""사거리""를 그린 글자입니다(링크 참조). 「韋」는 ""성 주위를 돌며 경계서는 발들""을 그린 글자입니다. 衛는 ""거리(行)를 돌며 보초를 서다(韋)"" -> ""지키다, 방비하다""라는 뜻의 글자입니다.",음독은 エイ입니다. 특별한 점은 없습니다.,衛의 정식 훈독은 없습니다.,no
22,N1,監,볼 감,"""볼 감"". 감독하다, 감시하다",カン,,"監 = 臣 + 𠂉 + 一 + 皿。 「臣」는 본래 ""눈동자""를 그린 글자입니다(링크 참조). 𠂉+一는 여기서는 ""눈썹(𠂉)과 눈(一)""을 그린 모양자입니다. 「皿」는 ""그릇""을 뜻합니다. 監는 ""그릇(皿)을 내려다보는 눈(𠂉+一+臣)"" -> ""내려다보다"" -> ""감독하다, 감시하다""라는 뜻의 글자입니다.",음독은 カン입니다. 특별한 점은 없습니다.,監의 정식 훈독은 없습니다.,no
23,N1,審,살필 심,"""살필 심"". 심사하다, 자세히 조사하다",シン,,"審 = 宀 + 番。 「宀」는 ""집""을 뜻합니다. 「番」는 ""차례""를 뜻합니다. 審는 ""관청(宀)에서 허가 심사 차례(番)를 기다리다"" -> ""심사하다, 자세히 조사하다""라는 뜻의 글자입니다.",음독은 シン입니다. 특별한 점은 없습니다.,審의 정식 훈독은 없습니다.,no
24,N1,義,옳을 의,"""옳을 의"". 의, 도리",ギ,,"義 = 𦍌 + 扌 + 戈。 「𦍌」는 ""양""을 뜻합니다. 「扌」는 ""손""을 뜻합니다. 「戈」는 ""창""을 뜻합니다. 義는 ""손(扌)에 창(戈)을 들고 양(𦍌)을 지키다"" -> ""옳다, 의롭다""라는 뜻의 글자입니다.",음독은 ギ입니다. 특별한 점은 없습니다.,義의 정식 훈독은 없습니다.,no
25,N1,訴,호소할 소,"""호소할 소"". 호소하다, 하소연하다",ソ,うった(える),"訴 = 言 + 斤 + 丶。 「言」는 ""말하다""라는 뜻입니다. 「斤」는 ""도끼""를 뜻합니다. 丶는 여기서는 ""(도끼에) 베인 자국""을 그린 모양자입니다. 訴는 ""이유없이 도끼(斤)로 공격당하고(丶) 억울함을 호소하다(言)"" -> ""호소하다, 하소연하다""라는 뜻의 글자입니다.",음독은 ソ입니다. 특별한 점은 없습니다.,"訴える는 ""소송하다, 호소하다""라는 뜻의 2그룹 자동사/타동사입니다. 예문) 警察に訴える 경찰에 고소하다 名誉毀損で訴える 명예 훼손으로 고소하다 苦痛を訴える 고통을 호소하다",no
26,N1,株,그루 주,"""그루 주"". 그루, 그루터기, 주식",,かぶ,"株 = 木 + 朱。 (의미부)「木」는 ""나무""를 뜻합니다. (소리부)朱(シュ - ""붉을 주"")는 ""주홍색""을 뜻하는 상용한자입니다. 다만 여기서는 소리부의 역할만 하고 있습니다. (株의 정식 음독은 없으나, 본래의 음독은 シュ입니다.) 朱 = 𠂉 + 木。 「木」는 ""나무""를 뜻합니다. 𠂉는 여기서는 단순히 구분을 위한 장식으로 추가된 것입니다. 朱는 본래 ""적심목""이라는 붉은 빛을 띤 나무를 뜻하기 위해 만들어진 글자입니다. ""붉은색 나무(木)"" -> ""주홍색""이라는 의미입니다. 株는 ""잘려나간 나무(木)의 밑동"" -> ""그루, 그루터기""라는 뜻의 글자입니다(朱는 소리부).",株의 정식 음독은 없습니다.,"株는 ""그루, 주식""을 뜻합니다. 다만 실생활에서는 거의 ""주식""이라는 뜻으로 쓰입니다.",no
27,N1,姿,모양 자,"""모양 자"". 모양, 자세, 자태, 맵시",シ,すがた,"姿 = 次 + 女。 「次」는 ""다음, 두 번째""를 뜻합니다. 「女」는 ""여자""를 뜻합니다. 姿는 ""교양이 부족한 둘째(次) 딸(女)에게 여자다운 자세를 가르치다"" -> ""자세, 자태, 모양, 맵시""라는 뜻의 글자입니다.",음독은 シ입니다. 특별한 점은 없습니다.,"姿는 ""모양, 모습, 형태""를 뜻합니다.",no
28,N1,閣,집 각,"""집 각"". 전각, 누각, 복층 건물",カク,,"閣 = 門 + 各。 (의미부)「門」는 ""문""을 뜻합니다. (소리부 겸 의미부)「各」(カク)는 ""각자, 각각""을 뜻합니다. 閣는 ""층층마다 각각(各) 문(門)이 따로 있는 건물"" -> ""전각, 누각, 복층 건물""이라는 뜻의 글자입니다. (各는 소리부도 겸함)",음독은 カク입니다. 특별한 점은 없습니다.,閣의 정식 훈독은 없습니다.,no
29,N1,衆,무리 중,"""무리 중"". 무리, 군중, 대중",シュウ、シュ,,"衆 = 血 + 乑。 「血」는 ""피""를 뜻합니다. 乑는 여기서는「人」세 개를 합쳐 놓은 글자로, ""여러 명의 사람(人)""이라는 뜻입니다. 衆는 ""피를 흘리며(血) 열심히 일하는 노비들(乑)"" -> ""군중, 무리, 대중""이라는 뜻의 글자입니다.",음독은 シュウ、シュ입니다. 사용 빈도는 シュウ가 훨씬 높습니다.,衆의 정식 훈독은 없습니다.,no
30,N1,影,그림자 영,"""그림자 영"". 그림자",エイ,かげ,"影 = 景 + 彡。 「景」는 ""경치, 풍경""을 뜻합니다. 彡는 여기서는 ""햇빛""을 그린 모양자입니다. 햇빛이 비치면 반드시 그림자가 생기게 됩니다. 影는 ""풍경(景)에 햇빛(彡)이 비쳐 생긴 그림자"" -> ""그림자""라는 뜻의 글자입니다.",음독은 エイ입니다. 특별한 점은 없습니다.,"影는 ""그림자""라는 뜻입니다.",no
31,N1,松,소나무 송,"""소나무 송"". 소나무",ショウ,まつ,"松 = 木 + 公。 「木」는 ""나무""를 뜻합니다. 「公」는 ""공정하다""라는 뜻입니다. 소나무의 곧게 뻗은 잎은 ""공정함""을 연상시키곤 합니다. 松는 ""공정한(公) 나무(木)"" -> ""소나무""라는 뜻의 글자입니다.",음독은 ショウ입니다. 특별한 점은 없습니다.,"松는 ""소나무""를 뜻합니다.",no
32,N1,撃,칠 격,"""칠 격"". 때리다, 공격하다, 무력을 가하다",ゲキ,う(つ),"撃 = 車 + 殳 + 手。 「車」는 ""수레, 차""를 뜻합니다. 「殳」는 ""때리다, 휘두르다""라는 뜻입니다. 「手」는 ""손""을 뜻합니다. 撃는""손(手)을 마구 휘둘러(殳) 수레(車)를 때려부수다"" -> ""때리다, 공격하다""라는 뜻의 글자입니다.",음독은 ゲキ입니다. 특별한 점은 없습니다.,"撃つ는 ""(총포/화살 등을) 쏘다, 사격하다""라는 뜻입니다.",no
33,N1,佐,도울 좌,"""도울 좌"". 돕다, 보좌하다",サ,,"佐 = 亻 + 左。 (의미부)「亻」는 ""사람""을 뜻합니다. (소리부 겸 의미부)「左」(サ)는 ""왼쪽""을 뜻합니다. 佐는 ""높은 사람의 왼쪽(左)에 서서 그를 보좌하는 보좌관(亻)"" -> ""돕다, 보좌하다""라는 뜻의 글자입니다. (左는 소리부도 겸함)",음독은 サ입니다. 특별한 점은 없습니다.,佐의 정식 훈독은 없습니다.,no
34,N1,核,씨 핵,"""씨 핵"". 핵심, 핵, 중심",カク,,"核 = 木 + 亥。 「木」는 ""나무""를 뜻합니다. 「亥」는 ""뼈만 남은 돼지""를 그린 글자입니다. 核는 ""알맹이(亥)만 남은나무열매(木)"" -> ""알맹이"" -> ""핵심, 핵, 중심""이라는 뜻의 글자입니다.",음독은 カク입니다. 특별한 점은 없습니다.,核의 정식 훈독은 없습니다.,no
35,N1,融,녹을 융,"""녹을 융"". 녹다, 녹이다, 화합하다",ユウ,,"融 = 鬲 + 虫。 鬲는 ""화로 위의 냄비(𠮛)""를 그린 모양자입니다. 「虫」는 ""벌레""를 뜻합니다. 融는 ""펄펄 끓는 냄비(鬲)에 멋모르고 들어가 녹아버린 벌레(虫)"" -> ""녹다, 녹이다, 화합하다""라는 뜻의 글자입니다.",음독은 ユウ입니다. 특별한 점은 없습니다.,融의 정식 훈독은 없습니다.,no
36,N1,票,표 표,"""표 표"". 표, 쪽지, 증표, 투표",ヒョウ,,"票 = 覀 + 示。 「示」는 ""고대의 비석""을 뜻합니다. 覀는 여기서는 ""(이름을 적어둔) 위패""를 그린 모양자입니다. 票는 ""비석(示) 위에 놓아둔 작은 위패(覀)"" -> ""표, 쪽지""라는 뜻의 글자입니다.",음독은 ヒョウ입니다. 특별한 점은 없습니다.,票의 정식 훈독은 없습니다.,no
37,N1,渉,건널 섭,"""건널 섭"". 건너다, 관계하다, 상관하다",ショウ,,"渉 = 氵 + 歩。 「氵」는 ""물""을 뜻합니다. 「歩」는 ""걷다""라는 뜻입니다. 渉는 ""강(氵) 반대편까지 건너와서(歩) 끼어들다"" -> ""건너다, 관계하다, 상관하다""라는 뜻의 글자입니다.",음독은 ショウ입니다. 특별한 점은 없습니다.,渉의 정식 훈독은 없습니다.,no
38,N1,響,울릴 향,"""울릴 향"". 울리다, 공명하다, 메아리치다",キョウ,ひび(く),"響 = 郷 + 音。 (소리부 겸 의미부)郷(キョウ - ""시골 향"")은 ""정답게 이야기를 나누는 사람들""을 그린 상용한자입니다. 郷 = 乡 + 皀 + ⻏。 중간의「皀」는 ""음식이 담긴 식기""를 그린 글자입니다(링크 참조). 양 옆의 乡+⻏는 여기서는 ""(음식을 가운데 두고 앉은) 사람들""을 그린 모양자입니다. (위 그림을 참조해 주세요.) 郷는 ""음식(皀)을 먹으며 정답게 이야기를 나누는 사람들(乡+⻏)"" -> ""시골, 고향""이라는 뜻의 글자입니다. (의미부)「音」는 ""소리""를 뜻합니다. 響는 ""정겹게 대화를 나누는(郷) 소리(音)가 울려퍼지다"" -> ""울리다, 메아리치다""라는 뜻의 글자입니다. (郷는 소리부도 겸함)",음독은 キョウ입니다. 특별한 점은 없습니다.,"響く는 ""울리다, 울려퍼지다""라는 뜻의 자동사입니다. 예문) 大砲の音が響く 대포 소리가 울리다 笑い声が部屋中に響く 웃음소리가 온 방에 울려퍼지다 遠寺の鐘がかすかに響く 먼 곳에 있는 절의 종소리가 아스라이 울리다 爆音がガラス窓に響く 폭음이 유리창을 울리다 忠告が胸に響く 충고가 가슴에 울리다(와닿다)",no
39,N1,推,밀 추,"""밀 추"". 밀다, 추측하다, 추천하다",スイ,お(す),"推 = 扌 + 隹。 「扌」는 ""손""을 뜻합니다. 「隹」는 ""새""를 뜻합니다. 새는 앞으로밖에 걸어갈 수 없다는 특징이 있습니다. 推는 ""새(隹)를 앞으로 밀다(扌)""라는 뜻입니다. 라는 의미입니다.",음독은 スイ입니다. 특별한 점은 없습니다.,"推す는 ""미루어 알다/헤아리다, (사람/물건 등을) 추천하다""라는 뜻의 타동사입니다. 예문) 情報から推すと、Aさんが犯人に間違いない 정보로 미루어 보아 A씨가 범인임에 틀림없다 この事から推すと、あれが原因に違いない 이 일로 미루어 보면 그것이 원인임에 틀림없다 この点を推していくと、物事の本質が明らかになる 이 점을 헤아려 가면, 일의 본질이 명확해진다 委員長に推す 위원장으로 추대하다 会長に推す 회장으로 추천하다(추대하다) 好きな作品を推す 좋아하는 작품을 추천하다",no
40,N1,請,청할 청,"""청할 청"". 청원하다, 부탁하다",セイ、シン,こ(う)、う(ける),"請 = 言 + 青。 (의미부)「言」는 ""말하다""라는 뜻입니다. (소리부 겸 의미부)「青」(セイ)는 ""푸르다""라는 뜻입니다. 請는 ""정중하게(青) 말하다(言)"" -> ""청원하다, 부탁하다""라는 뜻의 글자입니다. (青는 소리부(セイ -> セイ・シン)도 겸함)",음독은 セイ、シン입니다. 그러나 절대다수는 セイ로 읽습니다. シン은普請(건축/토목 공사) 외에는거의 쓰지 않는 음독입니다.,"1.請う 請う는 ""청하다, 바라다, 소망하다""라는 뜻의 타동사입니다. 예문) 助けを請う 도움을 청하다 教えを請う 가르침을 청하다 2.請ける 請ける는 ""(일/공사 등을) 맡다, 인수하다""라는 뜻의 2그룹 타동사입니다. 예문) 工事を請ける 공사를 맡다 得意先の仕事を請ける 단골 거래처의 일을 맡다",no
41,N1,士,선비 사,"""선비 사"". 선비, 무사",シ,,"士는 ""고대의 무사들이 허리에 차고 다니던 무기""를 그린 상형문자입니다. ""무사를 상징하는 무기"" -> ""무사, 선비""라는 의미입니다.",음독은 シ입니다. 특별한 점은 없습니다.,士의 정식 훈독은 없습니다.,no
42,N1,討,칠 토,"""칠 토"". 따져 묻다, 공격하다",トウ,う(つ),"討 = 言 + 寸。 「言」는 ""말하다""라는 뜻입니다. 「寸」는 ""손""을 뜻합니다. 討는 ""말(言)로 때리다(寸)"" -> ""따져 묻다, 공격하다""라는 뜻의 글자입니다.",음독은 トウ입니다. 특별한 점은 없습니다.,"討つ는 ""(칼 따위로) 베다/죽이다, (적을) 공격하다/토벌하다""라는 뜻의 타동사입니다. 예문) 首を討つ 목을 베다 親の敵を討つ 부모의 원수를 갚다 敵を討つ 적을 치다 盗賊を討つ 도적을 토벌하다",no
43,N1,攻,칠 공,"""칠 공"". 공격하다",コウ,せ(める),"攻 = 工 + 攵。 (소리부 겸 의미부)「工」(コウ)는 ""공작, 가공, 공정""을 뜻합니다. (의미부)「攵」는 ""때리다, 치다""라는 뜻입니다. 攻는 ""공구(工)로 때리다(攵)"" -> ""공격하다""라는 뜻의 글자입니다. (工는 소리부도 겸함)",음독은 コウ입니다. 특별한 점은 없습니다.,"攻める는 ""공격하다""라는 뜻의 2그룹 타동사입니다.",no
44,N1,崎,험할 기,"""험할 기"". (지명에 쓰이는 한자)",,さき,"崎는 본래는 ""곶""을 뜻하는 한자로, ""산(山)""과 소리부(奇 - キ)가 합쳐져서 만들어진 글자입니다. ""산"" -> ""험한 지형"" -> ""곶""이라는 의미입니다. 그러나 이 한자는 실생활에서는 거의 지명의 일부로만 쓰이는 글자입니다. (이 한자가 상용한자에 포함된 이유는, 일본 초등교육과정의 목표 중 하나가 ""47도도부현의 지명을 전부 읽을 수 있게 되는 것""이기 때문입니다.)",崎의 정식 음독은 없습니다.,훈독은 さき입니다. 거의 지명에만 쓰입니다.,no
45,N1,督,감독할 독,"""감독할 독"". 감독하다, 지켜보다",トク,,"督 = 尗 + 又 + 目。 「尗」는 ""식물의 줄기와 뿌리""를 그린 글자입니다(링크 참조). 「又」는 ""손""을 뜻합니다. 「目」는 ""눈""을 뜻합니다. 督는 ""땅에 심어놓은 식물(尗)이 잘 자라도록 관리해주며(又) 지켜보다(目)"" -> ""감독하다, 지켜보다""라는 뜻의 글자입니다.",음독은 トク입니다. 특별한 점은 없습니다.,督의 정식 훈독은 없습니다.,no
46,N1,催,재촉할 최,"""재촉할 최"". 재촉하다, 개최하다",サイ,もよお(す),"催 = 亻 + 山 + 隹。 「亻」는 ""사람""을 뜻합니다. 「山」는 ""산""을 뜻합니다. 「隹」는 ""새""를 뜻합니다. 催는, 라는 뜻의 글자입니다.",음독은 サイ입니다. 특별한 점은 없습니다.,"催す는 ""개최하다, 열다, (기분/상태 등을) 불러일으키다/자아내다""라는 뜻의 타동사입니다. 예문) 送別会を催す 송별회를 열다 食欲を催す 식욕을 불러일으키다",no
47,N1,及,미칠 급,"""미칠 급"". 미치다, 이르다",キュウ,およ(ぶ)、およ(ぼす)、およ(び),"及 = 人 + 又。 「人」는 ""사람""을 뜻합니다. 「又」는 ""손""을 뜻합니다. 及는 ""사람(人)을 붙잡다(又)"" -> ""손이 닿다"" -> ""이르다, 미치다""라는 뜻의 글자입니다.",음독은 キュウ입니다. 특별한 점은 없습니다.,"1.及ぶ、及ぼす 及ぶ는 ""미치다, 달하다, 이르다""라는 뜻의 자동사입니다. 及ぼす는 ""(작용/영향 등을) 미치게 하다, 끼치다""라는 뜻의 타동사입니다. 예문) 被害が全国に及ぶ 피해가 전국에 이르다 実力では彼に及ぶ者がいない 실력으로는 그에게 견줄 자가 없다 社会に害を及ぼす 사회에 해를 끼치다 子供によい影響を及ぼす 아이에게 좋은 영향을 미치다 2.及び 及び는 ""및, 또""라는 뜻입니다. 예문) 研究及び開発연구 및 개발",no
48,N1,憲,법 헌,"""법 헌"". 헌법",ケン,,"憲 = 宀 + 龶 + 罒 + 心。 「宀」는 ""집""을 뜻합니다. 龶는 여기서는 ""날카로운 흉기""를 그린 모양자입니다. 「罒」는 ""그물""을 뜻합니다. 「心」는 ""마음""을 뜻합니다. 憲는 ""사람들의 마음(心)을 옭아매고(罒) 폭력으로 협박해(龶) 굴복시키는 국가의(宀) 법규"" -> ""헌법""이라는 뜻의 글자입니다.",음독은 ケン입니다. 특별한 점은 없습니다.,憲의 정식 훈독은 없습니다.,no
