no,level,kanji,meaning_quoted,meaning,onyomi,kunyomi,shape_explanation,onyomi_detail,kunyomi_detail,memorized
11,N2,保,지킬 보,"""지킬 보"". 지키다, 보살피다",ホ,たも(つ),"保 = 亻 + 呆。 「亻」는 ""사람""을 뜻합니다. 呆는 여기서는 ""등에 업힌 아기""를 그린 모양자입니다. 保는 ""아기를 등에 업은(呆) 사람(亻)"" -> ""지키다, 보살피다""라는 뜻의 글자입니다.",음독은 ホ입니다. 특별한 점은 없습니다.,"保つ는 ""유지하다, 보전하다""라는 뜻의 타동사입니다. 예문) 若さを保つ秘訣젊음을 유지하는 비결 健康を保つ 건강을 유지하다 一貫性を保つ 일관성을 유지하다",no
12,N2,権,권세 권,"""권세 권"". 권력, 권세, 권리",ケン、ゴン,,"権 = 𮥶+隹。 (의미부 겸 소리부)「𮥶」(カン)은 ""새장 안의 새""를 뜻합니다. (의미부)「木」는 ""나무""를 뜻합니다. 権는 ""나무(木) 위의 새를 잡아 가두다(𮥶)""라는 뜻입니다. ""아무나 마음대로 잡아 가둘 수 있는 무소불위의 권력"" -> ""권력, 권세, 권리""라는 의미입니다. (𮥶는 소리부(カン -> ケン)도 겸함)",음독은 ケン、ゴン입니다. 그러나 절대다수는 ケン으로 읽습니다. ゴン은 일부 예외적인 단어에만 쓰이는 음독입니다.,権의 정식 훈독은 없습니다.,no
13,N2,支,지탱할 지,"""지탱할 지"". 지탱하다, 지지하다, (갈라져 나온) 지류",シ,ささ(える),"支 = 十 + 又。 十는 여기서는 ""나뭇가지""를 그린 모양자입니다. 「又」는 ""손""을 뜻합니다. 支는 ""나무에서 갈라져 나온 가지(十)를 받쳐든 손(又)"" -> ""지탱하다, 지지하다, 지류""라는 뜻의 글자입니다.",음독은 シ입니다. 특별한 점은 없습니다.,"支える는 ""떠받치다, 지탱하다""라는 뜻의 2그룹 타동사입니다. 예문) 杖で体を支える 지팡이로 몸을 받치다 お父さんは家族の暮らしを支えている 아버지는 가족의 생계를 지탱하고 있다",no
14,N2,報,갚을/알릴 보,"""갚을/알릴 보"". 갚다, 알리다",ホウ,むく(いる),"報 = 幸 +卩 + 又。 「幸」는 본래 ""쇠사슬에 묶인 죄인""을 그린 글자입니다(링크 참조). 「卩」는 ""무릎꿇은 사람""을 뜻합니다. 「又」는 ""손""을 뜻합니다. 報는 ""죄인(卩)을 잡아서(又) 쇠사슬에 묶어놓다(幸)""라는 뜻입니다. 라는 의미입니다.",음독은 ホウ입니다. 특별한 점은 없습니다.,"報いる는 ""갚다, 보답하다, 보복하다""라는 뜻의 2그룹 자동사/타동사입니다. 예문) 親の恩に報いる 부모의 은혜에 보답하다 彼の努力は報いられた 그의 노력은 보답을 받았다 敵に報いる 적에게 보복하다 一矢を報いる 보복의 화살을 던지다(앙갚음하다)",no
15,N2,済,건널 제,"""건널 제"". 이루다, 끝나다, 마치다, 구하다",サイ,す(む)、す(ます),"済 = 氵 + 斉。 「氵」는 ""물""을 뜻합니다. 斉는 여기서는 ""다리를 건너는 사람""을 그린 모양자입니다. (위쪽의 文는 ""사람""을 그린 것이고, 아래쪽은 ""다리""를 그린 것입니다.) 済는 ""강(氵)에 걸린 다리를 끝까지 건너다(斉)"" -> ""끝나다, 마치다, 이루다""라는 뜻의 글자입니다.",음독은 サイ입니다. 특별한 점은 없습니다.,"済む는 ""(일이) 완료되다, 끝나다, (잘) 해결되다""라는 뜻의 자동사입니다. 済ます는 ""(일을) 끝내다, 마치다, 해결하다""라는 뜻의 타동사입니다. 예문) 手続きが済んだ 수속이 끝났다 5分で済みます 5분이면 끝납니다 謝って済むことではない 사과해서 끝날 일이 아니다 夕食は弁当で済ます 저녁은 도시락으로 해결하다(때우다) 事件を金で済ます 사건을 돈으로 해결하다(무마하다)",no
16,N2,解,풀 해,"""풀 해"". 풀다, 분해하다, 풀어내다",カイ、ゲ,と(く)、と(ける)、と(かす),"解 = 角 + 刀 + 牛。 「角」는 ""뿔""을 뜻합니다. 「刀」는 ""칼""을 뜻합니다. 「牛」는 ""소""를 뜻합니다. 解는 ""소(牛)의 뿔(角)을 자르다(刀)"" -> ""분해하다, 풀다, 풀어내다""라는 뜻의 글자입니다.",음독은 カイ、ゲ입니다. 사용 빈도는 カイ가 훨씬 높습니다.,"1.解ける、解く 解ける는 ""풀리다, 해제되다""라는 뜻의 2그룹 자동사입니다. 解く는 ""풀다""라는 뜻의 타동사입니다. 예문) 謎は解けた 수수께끼는 풀렸다 帯が解ける 허리띠가 풀리다 制限が解ける 제한이 풀리다 怒りが解ける 분노가 풀리다 疑いが解ける 의심이 풀리다 方程式を解く 방정식을 풀다 問題を解く 문제를 풀다 結び目を解く 매듭을 풀다 暗号を解く 암호를 풀다 緊張を解く 긴장을 풀다 契約を解く 해약하다 2.解かす 解かす는 ""머리를 빗다""라는 뜻의 타동사입니다. 예문) 髪を解かす 머리를 빗다",no
17,N2,資,재물 자,"""재물 자"". 자본, 자금, 밑천",シ,,"資 = 次 + 貝。 (소리부 겸 의미부)「次」(シ)는 ""다음""이라는 뜻입니다. (의미부)「貝」는 ""돈, 재물""을 뜻합니다. 資는 ""다음(次)에 쓸 돈(貝)"" -> ""자본, 자금, 밑천""이라는 뜻의 글자입니다. (次는 소리부도 겸함)",음독은 シ입니다. 특별한 점은 없습니다.,資의 정식 훈독은 없습니다.,no
18,N2,際,즈음 제,"""즈음 제"". 사이, 경계, 만나다, 닿다",サイ,きわ,"際 = ⻖ + 祭。 (의미부)「⻖」는 ""언덕""을 뜻합니다. (소리부)「祭」(サイ)는 여기서는 소리부의 역할만 하고 있습니다. 際는 ""언덕과 언덕(⻖)이 맞닿은 경계선"" -> ""사이, 경계, 만나다, 닿다""라는 뜻의 글자입니다(祭는 소리부).",음독은 サイ입니다. 특별한 점은 없습니다.,"際는 ""가장자리, 근처""라는 뜻입니다.",no
19,N2,査,조사할 사,"""조사할 사"". 조사하다",サ,,"査 = 木 + 且。 「木」는 ""나무""를 뜻합니다. 「且」는 ""비석, 조상, 장례""를 뜻합니다. 査는 ""장례(且)를 지낼 관을 만들 좋은 나무(木)를 조사하다"" -> ""조사하다""라는 뜻의 글자입니다.",음독은 サ입니다. 특별한 점은 없습니다.,査의 정식 훈독은 없습니다.,no
20,N2,判,판단할 판,"""판단할 판"". 판단하다, 판정하다",ハン、バン,,"判 = 半 + 刂。 (소리부 겸 의미부)「半」(ハン)은 ""절반""을 뜻합니다. (의미부)「刂」는 ""칼""을 뜻합니다. 判는 ""반으로(半) 딱 잘라(刂) 판단하다"" -> ""판단하다, 판정하다""라는 뜻의 글자입니다. (半은 소리부(ハン -> ハン・バン)도 겸함)",음독은 ハン、バン입니다. 특별한 점은 없습니다.,判의 정식 훈독은 없습니다.,no
21,N2,認,알 인,"""알 인"". 인정하다, 인식하다",ニン,みと(める),"認 = 言 + 刃 + 心。 「言」는 ""말하다""라는 뜻입니다. 刃(""칼날 인"")은 ""칼날""을 뜻하는 상용한자입니다. 刃 = 刀 + 丶。 「刀」는 ""칼""을 뜻합니다. 丶는 여기서는 ""칼날"" 부분을 강조한 모양자입니다. 刃는 ""칼(刀)의 칼날(丶)"" -> ""칼날""이라는 뜻의 글자입니다. 「心」는 ""마음""을 뜻합니다. 認는 ""가르침(言)을 마음(心)에 새기다(刃)"" -> ""인정하다, 인식하다""라는 뜻의 글자입니다.",음독은 ニン입니다. 특별한 점은 없습니다.,"認める는 ""인지하다, 인정하다, 시인하다""라는 뜻의 2그룹 자동사입니다. 예문) 価値を認める 가치를 인정하다 犯行を認める 범행을 시인하다",no
22,N2,在,있을 재,"""있을 재"". 있다, 존재하다",ザイ,あ(る),"在 = 才 + 土。 (소리부 겸 의미부)「才」(サイ)는 본래 ""새싹이 올라오는 모습""을 그린 글자입니다(링크 참조). (의미부)「土」는 ""흙, 땅""을 뜻합니다. 在는 ""땅(土) 위에 새싹(才)이 있다"" -> ""있다, 존재하다""라는 뜻의 글자입니다. (才는 소리부(サイ -> ザイ)도 겸함)",음독은 ザイ입니다. 특별한 점은 없습니다.,"在る는 ""있다""라는 뜻의 자동사입니다.",no
23,N2,件,물건 건,"""물건 건"". 낱개, 건수, 사건",ケン,,"件 = 亻 + 牛。 「亻」는 ""사람""을 뜻합니다. 「牛」는 ""소""를 뜻합니다. 件은 ""사람(亻)이 소고기(牛)를 부위별로 나누다"" -> ""낱개, 건수, 사건""이라는 뜻의 글자입니다.",음독은 ケン입니다. 특별한 점은 없습니다.,件의 정식 훈독은 없습니다.,no
24,N2,団,둥글 단,"""둥글 단"". 집단, 뭉치다",ダン、トン,,"団 = 囗 + 寸。 囗는 여기서는 ""집단, 범위""를 표현한 모양자로 쓰인 것입니다. 「寸」는 ""손""을 뜻합니다. 団는 ""손잡고(寸) 하나로 뭉친(囗) 사람들"" -> ""집단""이라는 뜻의 글자입니다.",음독은 ダン、トン입니다. 사용 빈도는 ダン이 훨씬 높습니다.,団의 정식 훈독은 없습니다.,no
25,N2,任,맡길 임,"""맡길 임"". 맡기다, 일임하다",ニン,まか(せる)、まか(す),"任 = 亻 + 壬。 「亻」는 ""사람""을 뜻합니다. 壬는 여기서는「王」가 변형된 것으로, ""왕""을 뜻합니다. 任는 ""왕(壬)이 신하(亻)에게 임무를 맡기다"" -> ""맡기다, 일임하다""라는 뜻의 글자입니다.",음독은 ニン입니다. 특별한 점은 없습니다.,"任せる는 ""맡기다, 일임하다""라는 뜻의 2그룹 타동사입니다. 任す는 ""맡기다, 일임하다""라는 뜻의 타동사입니다.",no
26,N2,論,논할 논,"""논할 논"". 논하다, 논의, 이론",ロン,,"論 = 言 + 侖。 「言」는 ""말하다""라는 뜻입니다. 「侖」는 ""둥글게 말린 죽간""을 뜻합니다. 論은 ""책(侖)을 읽고 의견을 주고받다(言)"" -> ""논하다, 논의, 이론""이라는 뜻의 글자입니다.",음독은 ロン입니다. 특별한 점은 없습니다.,論의 정식 훈독은 없습니다.,no
27,N2,増,더할 증,"""더할 증"". 늘다, 증가하다",ゾウ,ま(す)、ふ(える)、ふ(やす),"増 = 土 + 曽。 (의미부)「土」는 ""흙""을 뜻합니다. (소리부 겸 의미부)「曽」(ソウ)는 ""쌓이다""라는 뜻의 글자입니다(링크 참조). 増는 ""흙더미(土)가 쌓이다(曽)"" -> ""늘다, 증가하다""라는 뜻의 글자입니다. (曽는 소리부(ソウ -> ゾウ)도 겸함)",음독은 ゾウ입니다. 특별한 점은 없습니다.,"1.増える、増やす 増える는 ""(수/양이) 늘다, 증가하다""라는 뜻의 2그룹 자동사입니다. 増やす는 ""(수/양을) 늘리다, 증가시키다""라는 뜻의 타동사입니다. 예문) 荷物が増える 짐이 늘다 定員を増やす 정원을 늘리다 2.増す 増す는 ""(수/양/정도가) 늘다, 늘리다, 커지다, 크게 하다""라는 뜻의 자동사 겸 타동사입니다. 増える・増やす와의 차이점은 다음과 같습니다. 아래 예문을 참조해 주세요. 예문) 暑さが増す 더위가 심해지다(増える는 불가능) 喜びが増す 기쁨이 더해지다(増える는 불가능) 威厳を増す 위엄을 더하다(増やす는 불가능)",no
28,N2,情,뜻 정,"""뜻 정"". 정, 정서, 마음, 인정",ジョウ、セイ,なさ(け),"情 = 忄 + 青。 (의미부)「忄」는 ""마음""을 뜻합니다. (소리부 겸 의미부)「青」(セイ・ショウ)는 ""푸르다""라는 뜻입니다. 情는 ""푸르고 맑은(青) 마음(忄)"" -> ""정, 인정, 정서""라는 뜻의 글자입니다. (青는 소리부(セイ・ショウ -> ジョウ・セイ)도 겸함)",음독은 ジョウ、セイ입니다. 그러나 절대다수는 ジョウ로 읽습니다. セイ는 일부 예외적인 단어에만 쓰이는 음독입니다.,"情け는 ""정, 인정, 자비, (남녀의) 애정""을 뜻합니다. 예문) 彼女は彼の情けにすがった 그녀는 그의 동정심에 매달렸다 情け深い 동정심이 많다/인정이 많다 情けを交わす 정을 통하다(남녀가 육체관계를 맺다)",no
29,N2,示,보일 시,"""보일 시"". 보이다, 나타내다",ジ、シ,しめ(す),"示는 ""고대의 비석""을 그린 상형문자입니다. ""거대한 비석을 세워놓다"" -> ""나타내다, 보이다""라는 의미입니다.",음독은 ジ、シ입니다. 사용 빈도는 ジ가 더 높으나 특별한 구분법은 없습니다.,"示す는 ""보이다, 나타내다, 가리키다""라는 뜻의 타동사입니다. 예문) 関心を示す 관심을 나타내다 興味を示す 흥미를 보이다 判断の根拠を示す 판단의 근거를 제시하다",no
30,N2,基,터 기,"""터 기"". 토대, 기초, 바탕, 근본",キ,もと、もとい,"基 = 其 + 土。 (소리부 겸 의미부)「其」(キ)는 여기서는 ""탑""을 그린 모양자입니다. (의미부)「土」는 ""흙, 땅""을 뜻합니다. 基는 ""토대(土) 위에 쌓은 탑(其)"" -> ""기초, 토대""라는 뜻의 글자입니다. (其는 소리부도 겸함)",음독은 キ입니다. 특별한 점은 없습니다.,"基、基는 둘 다 ""토대, 기초, 근본, 근원""을 뜻합니다. 基쪽이 조금 더 격식을 차린 말투입니다.",no
31,N2,革,가죽 혁,"""가죽 혁"". 가죽, 개혁하다",カク,かわ,"革는 ""손으로 가죽을 펼치는 모습""을 그린 상형문자입니다. 참고) 革와 皮의 차이",음독은 カク입니다. 특별한 점은 없습니다.,"革는 ""(무두질한) 가죽""을 뜻합니다.",no
32,N2,価,값 가,"""값 가"". 가격, 값어치",カ,あたい,"価 = 亻 + 覀。 「亻」는 ""사람""을 뜻합니다. 「覀」는 ""덮다, 가리다""라는 뜻의 부수입니다(링크 참조). 価는 ""상인(亻)이 숨겨둔(覀) 골동품의 값"" -> ""값, 가격, 값어치""라는 뜻의 글자입니다.",음독은 カ입니다. 특별한 점은 없습니다.,"価는 ""값, 가격""을 뜻합니다.",no
33,N2,確,굳을 확,"""굳을 확"". 확실, 확인, 단단한",カク,たし(か)、たし(かめる),"確 = 石 + 冖 + 隹。 「石」는 ""돌""을 뜻합니다. 冖는 여기서는 ""새장""을 그린 모양자입니다. 「隹」는 ""새""를 뜻합니다. 確는 ""돌(石)로 만든 새장(冖)에 새(隹)를 가둬놓다"" -> ""단단하다, 확실하다""라는 뜻의 글자입니다.",음독은 カク입니다. 특별한 점은 없습니다.,"確か는 ""확실함, 틀림없음""이라는 뜻입니다. 確かめる는 ""확인하다, 확실히 하다""라는 뜻의 2그룹 타동사입니다.",no
34,N2,坴,형세 세,"""형세 세"". 기세, 세력, 형세",セイ,いきお(い),"「坴+丸」 勢 = 坴 + 丸 + 力。 「坴」는 ""흙더미""를 뜻하는 글자입니다. 丸는 여기서는 ""땅(坴)에 나무를 심고 있는 사람""을 그린 모양자입니다(위 그림 참조). 「力」는 ""힘""을 뜻합니다. 勢는""땅(坴)에 심어놓은(丸) 나무가 힘차게(力) 자라다"" -> ""기세, 세력, 형세""라는 뜻의 글자입니다.",음독은 セイ입니다. 특별한 점은 없습니다.,"勢い는 ""기세, 세력, 활기""를 뜻합니다. 예문) すごい勢いで攻め立てる 무서운 기세로 공격을 퍼붓다 破竹の勢い 파죽지세",no
35,N2,減,덜 감,"""덜 감"". 줄다, 덜다, 감소하다",ゲン,へ(る)、へ(らす),"減 = 氵 + 咸。 「氵」는 ""물""을 뜻합니다. 咸는 ""창을 들고(戌) 함성을 지르는(口) 병사""를 뜻합니다(353.「感」모양 해설 참조). 減는""병사들(咸)이 피흘리며(氵) 쓰러지다"" -> ""병사의 수가 줄다"" -> ""줄다, 감소하다""라는 뜻의 글자입니다.",음독은 ゲン입니다. 특별한 점은 없습니다.,"減る는 ""줄다, 적어지다""라는 뜻의 1그룹 자동사입니다. 減らす는 ""줄이다""라는 뜻의 타동사입니다.",no
36,N2,容,얼굴 용,"""얼굴 용"". 담다, 수용하다, 얼굴/용모, 용서하다",ヨウ,,"容 = 穴 + 㕣。 「穴」는 ""구멍""을 뜻합니다. 㕣는 여기서는 ""항아리""를 그린 모양자입니다. 容는 ""구멍(穴)에 항아리(㕣)를 넣다"" -> ""담다, 수용하다""라는 뜻의 글자입니다.",음독은 ヨウ입니다. 특별한 점은 없습니다.,容의 정식 훈독은 없습니다.,no
37,N2,応,응할 응,"""응할 응"". 응하다, 반응하다",オウ,こた(える),"応 = 广 + 心。 「广」는 ""건물, 집""을 뜻합니다. 「心」는 ""마음""을 뜻합니다. 応는 ""집(广)에서 기다리는 가족들의 마음(心)에 답하다"" -> ""응하다, 반응하다""라는 뜻의 글자입니다.",음독은 オウ입니다. 특별한 점은 없습니다.,"応える는 ""응하다, (기대에) 부응하다""라는 뜻의 2그룹 자동사입니다. 참고)答える와応える의 차이점 아래 예문을 참조해 주세요. 예문) 質問に答える 질문에 대답하다 期待に応える 기대에 부응하다",no
38,N2,演,펼 연,"""펼 연"". 넓게 미치다, 펼치다",エン,,"演 = 氵 + 宀 + 一 + 由 + ハ。 「氵」는 ""물""을 뜻합니다. 「宀」는 ""집""을 뜻합니다. 아래쪽의 一+由+ハ는 ""(물을 받기 위한) 항아리""를 그린 모양자입니다. 演는 ""지붕(宀)에서 새는 물(氵)을 받는 항아리(一+由+ハ)""라는 뜻입니다. ""빗물이 집 안까지 새어 번지다"" -> ""넓게 미치다, 펼치다""라는 의미입니다.",음독은 エン입니다. 특별한 점은 없습니다.,演의 정식 훈독은 없습니다.,no
39,N2,歳,해 세,"""해 세"". 나이(~세)",サイ、セイ,,"歳 = 歩 + 戌。 「歩」는 ""걷다""라는 뜻입니다. 「戌」는 ""창을 든 손""을 뜻합니다. 歳는 ""전쟁터에서 창을 들고(戌) 싸우며 걸어온(歩) 세월들"" -> ""해, 나이""라는 뜻의 글자입니다.",음독은 サイ、セイ입니다. 사용 빈도는 サイ가 훨씬 높습니다. セイ는 일부 예외적인 단어에만 쓰이는 음독입니다.,歳의 정식 훈독은 없습니다.,no
40,N2,能,능할 능,"""능할 능"". 능력",ノウ,,"能는 ""곰""을 그린 상형문자입니다. ""곰"" -> ""강하다"" -> ""능력""이라는 의미입니다. 참고) 본래의 ""곰""이라는 뜻은 지금은「熊」가 대신하고 있습니다.",음독은 ノウ입니다. 특별한 점은 없습니다.,能의 정식 훈독은 없습니다.,no
41,N2,再,두 재,"""두 재"". 다시, 다시 하다",サイ、サ,ふたた(び),"再는 ""물고기가 수면 위로 입을 내민 모습""을 그린 상형문자입니다. ""물고기가 수면 위아래를 반복해서 왔다갔다하다"" -> ""다시, 다시금""이라는 의미입니다.",음독은 サイ、サ입니다. 사용 빈도는 サイ가 훨씬 높습니다. サ는再来~(다다음~) 외에는 거의 쓰이지 않는 음독입니다.,"再び는 ""재차, 다시""라는 뜻입니다. 예문) 同じ過ちを再び繰り返す 같은 실수를 다시 반복하다 再び挑戦する 다시 도전하다",no
42,N2,格,격식 격,"""격식 격"". 격, 지위, 신분",カク、コウ,,"格 = 木 + 各。 (의미부)「木」는 ""나무""를 뜻합니다. (소리부 겸 의미부)「各」(カク)는 ""각각, 각자""라는 뜻입니다. 格는 ""목재(木) 각각의(各) 질의 차이"" -> ""격, 지위, 신분""이라는 뜻의 글자입니다. (各는 소리부(カク -> カク・コウ)도 겸함)",음독은 カク、コウ입니다. 그러나 절대다수는 カク로 읽습니다. コウ는格子(격자)를 제외하고는 거의 쓰이지 않는 음독입니다.,格의 정식 훈독은 없습니다.,no
43,N2,疑,의심할 의,"""의심할 의"". 의심하다",ギ,うたが(う),"疑 = 匕 + 矢 + マ + 疋。 匕는 여기서는「刀」가 뒤집힌 것으로, ""칼""을 뜻합니다. 「矢」는 ""화살""을 뜻합니다. 오른쪽의 マ+疋는 여기서는 ""어린아이""를 그린 모양자입니다(マ는 머리, 乛는 팔, 龰는 몸통+다리를 각각 표현한 것입니다). 疑는 ""칼(匕)과 화살(矢)을 든 어린아이(マ+疋)""라는 뜻입니다. ""위험한 무기를 들고 노는 아이를 걱정하다"" -> ""의심하다""라는 의미입니다.",음독은 ギ입니다. 특별한 점은 없습니다.,"疑う는 ""의심하다""라는 뜻의 타동사입니다.",no
44,N2,過,지날 과,"""지날 과"". 넘치다, 지나치다, 잘못, 죄",カ,す(ぎる)、す(ごす)、あやま(つ)、あやま(ち),"過 = ⻌ + 咼。 (의미부)「⻌」는 ""길""을 뜻합니다. (소리부 겸 의미부)「咼」(カ)는 ""잘못되다, 어긋나다""라는 뜻의 글자입니다(링크 참조). 過는 ""길(⻌)을 착각해서(咼) 지나쳐버리다"" -> ""지나치다, 잘못, 죄""라는 뜻의 글자입니다. (咼는 소리부도 겸함)",음독은 カ입니다. 특별한 점은 없습니다.,"1.過ぎる、過ごす 過ぎる는 ""지나다, 지나가다, 넘다, 지나치다""라는 뜻의 2그룹 자동사입니다. 過ごす는 ""보내다, 지내다, 도를 넘다""라는 뜻의 타동사입니다. 예문) 冗談が過ぎる 농담이 지나치다 森を過ぎる 숲을 지나다 卒業して5年過ぎた 졸업하고 5년 지났다 氷山の一角に過ぎない 빙산의 일각에 불과하다 楽しい時間を過ごす 즐거운 시간을 보내다 2.過つ、過ち 過つ는 ""잘못하다, 실수하다""라는 뜻의 타동사입니다. 過ち는 ""잘못, 과오, 실수""를 뜻합니다. 예문) 過たず命中した 실수 없이 명중했다 過ちを正す 잘못을 바로잡다",no
45,N2,税,세금 세,"""세금 세"". 세금",ゼイ,,"税 = 禾 + 兑。 「禾」는 ""곡식""을 뜻합니다. 「兑」는 ""날카로운 눈을 한 사람""을 뜻합니다. 税은 ""세금으로 낸곡식(禾)의 양을확인하는 세금 징수관(兑)"" -> ""세금""이라는 뜻의 글자입니다.",음독은 ゼイ입니다. 특별한 점은 없습니다.,税의 정식 훈독은 없습니다.,no
